141,45411,6063,116921,2020-10-15,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
142,45411,6063,116420,2020-10-14,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
143,45280,5956,120970,2021-03-18,Dictamen de Decreto,12,Concluido,3,Aprobado,34,173,2021-03-18
144,45280,5956,120823,2021-03-18,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,173,2021-03-18
145,45280,5956,120442,2021-03-17,Dictamen de Decreto,12,Estudio,2,Modificaciones,16,173,2021-03-18
146,45280,5956,118583,2020-12-02,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,161,2020-12-10
147,45280,5956,116702,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
148,45280,5956,116073,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
149,45280,5956,119285,2020-02-12,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,166,2021-02-16
150,45267,5943,120969,2021-03-18,Minuta de Decreto,13,Concluido,3,Aprobado,34,173,2021-03-18
151,45267,5943,120822,2021-03-18,Dictamen de Decreto,12,Estudio,2,Modificaciones,16,173,2021-03-18
152,45267,5943,120441,2021-03-17,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,173,2021-03-18
153,45267,5943,119286,2021-01-20,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,166,2021-02-16
154,45267,5943,118582,2020-12-02,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,161,2020-12-10
155,45267,5943,116683,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
156,45267,5943,116060,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
157,45246,5922,116644,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
158,45246,5922,116039,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
159,45245,5921,120971,2021-03-18,Minuta de Decreto,13,Concluido,3,Aprobado,34,173,2021-03-18
160,45245,5921,120824,2021-03-18,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,173,2021-03-18
161,45245,5921,120443,2021-03-17,Dictamen de Acuerdo,14,Estudio,2,Modificaciones,16,173,2021-03-18
162,45245,5921,118584,2020-12-02,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,161,2020-12-10
163,45245,5921,116638,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
164,45245,5921,116038,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
165,45245,5921,119284,2020-02-12,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,166,2021-02-16
166,45244,5920,116637,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
167,45244,5920,116037,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
168,45243,5919,121128,2021-03-24,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,175,2021-03-24
169,45243,5919,120095,2021-02-02,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,166,2021-02-16
170,45243,5919,116636,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
171,45243,5919,116036,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
172,45242,5918,121127,2021-03-24,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,175,2021-03-24
173,45242,5918,120094,2021-02-02,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,166,2021-02-16
174,45242,5918,116635,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
175,45242,5918,116035,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
176,45241,5917,116634,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
177,45241,5917,116034,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
178,45240,5916,120266,2021-02-26,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,172,2021-03-10
179,45240,5916,116633,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
180,45240,5916,116033,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
181,45239,5915,116632,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
182,45239,5915,116032,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
183,45238,5914,116631,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
184,45238,5914,116031,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
185,45237,5913,116630,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
186,45237,5913,116030,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
187,45236,5912,116629,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
188,45236,5912,116029,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
189,45235,5911,120527,2021-03-08,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,173,2021-03-18
190,45235,5911,116628,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
191,45235,5911,116028,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
192,45234,5910,116625,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
193,45234,5910,116027,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
194,45233,5909,116624,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
195,45233,5909,116026,2020-09-25,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
196,45232,5908,118284,2020-11-25,Minuta de Decreto,13,Concluido,3,Aprobado,34,156,2020-11-25
197,45232,5908,118283,2020-11-25,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,156,2020-11-25
198,45232,5908,118282,2020-11-25,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,156,2020-11-25
199,45232,5908,116623,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
200,45232,5908,116025,2020-09-29,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
201,45228,5905,121103,2021-03-24,Dictamen de Decreto,12,Estudio,2,Retirado por la Asamblea,10,175,2021-03-24
202,45228,5905,120089,2020-12-10,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,166,2021-02-16
203,45228,5905,116622,2020-10-21,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
204,45228,5905,115926,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
205,45220,5902,120086,2021-03-04,Dictamen de Decreto,12,Estudio,2,Segunda Lectura,14,170,2021-02-25
206,45220,5902,120289,2021-02-25,Minuta de Decreto,13,Concluido,3,Aprobado,34,170,2021-02-25
207,45220,5902,118226,2020-11-25,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,161,2020-12-10
208,45220,5902,116528,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
209,45220,5902,115893,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
210,45219,5901,120525,2021-03-08,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,173,2021-03-18
211,45219,5901,116529,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
212,45219,5901,115890,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
213,45218,5900,116530,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
214,45218,5900,115889,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
215,45217,5899,116532,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
216,45217,5899,115888,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
217,45216,5898,121126,2021-03-24,Dictamen de Decreto,12,Estudio,2,Primera Lectura,6,175,2021-03-24
218,45216,5898,120093,2021-02-02,Dictamen de Decreto,12,Estudio,2,Regresado a Comisión,9,166,2021-02-16
219,45216,5898,116533,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
220,45216,5898,115887,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
221,45215,5897,116534,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
222,45215,5897,115886,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
223,45214,5896,116535,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
224,45214,5896,115885,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
225,45213,5895,116536,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
226,45213,5895,115884,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
227,45212,5894,116537,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
228,45212,5894,115883,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
229,45211,5893,116538,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
230,45211,5893,115882,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
231,45210,5892,116539,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
232,45210,5892,115881,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
233,45209,5891,116540,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
234,45209,5891,115880,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
235,45208,5890,116541,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
236,45208,5890,115879,2020-09-24,Iniciativa de Ley,5,Ingreso Administrativo,1,Para agendar en sesión,1,145,2020-10-15
237,45207,5889,116542,2020-10-20,Iniciativa de Ley,5,Estudio,2,En comisión,4,145,2020-10-15
